itin,ttdate,pc2,pc1,occ,cap
4463,-3,-.050000001,0,15,40
7121,-55,.02,.02,17,50
7511,-45,0,-.02,13,50
4555,-35,-.03846154,-.03846154,5,26
953,-45,-.050000001,0,12,40
2938,-45,-.055555556,0,9,36
1664,-52,0,0,16,50
4876,-3,.1,.15000001,24,40
2273,-10,.1,.1,21,40
4430,-55,-.025,.025,0,40
2362,-50,.050000001,.050000001,10,40
209,-42,-.03846154,-.03846154,11,26
1858,-58,.02,0,16,50
1242,0,.02,.02,43,50
3684,-9,-.12244898,0,20,49
6201,-48,-.07692308,-.07692308,4,26
2893,-1,-.055555556,0,13,36
485,-53,-.0625,-.125,8,16
10119,0,.025,.025,33,40
9463,-21,-.10204082,.020408163,20,49
1822,-12,.1,.079999998,44,50
10084,-50,.01923077,.01923077,8,52
1545,-25,.16666667,.16666667,17,30
3574,-36,-.027777778,.027777778,10,36
8454,-57,-.07692308,-.07692308,5,26
2372,-39,.025,.025,10,40
6138,-3,.025,.025,33,40
10399,-28,.01923077,.01923077,33,52
2038,-48,.06666667,.06666667,16,30
10357,-21,0,0,45,52
5716,-21,.050000001,.1,30,40
1268,-56,-.02,-.02,11,50
10270,-47,0,0,7,52
8205,-4,.1,.125,29,40
1158,-40,0,0,9,30
6660,-39,.03846154,.03846154,26,52
5659,-59,-.050000001,0,1,40
450,-7,.025641026,.025641026,32,39
10491,-57,-.01923077,-.01923077,12,52
2496,-12,.057692308,.057692308,44,52
8396,-51,-.07692308,-.07692308,7,26
817,-30,-.050000001,0,1,40
8608,-4,.07692308,.07692308,21,26
7117,-3,.02,0,48,50
1212,-45,0,0,7,30
4076,-10,.025,.025,31,40
9199,-58,-.02,-.02,11,50
6761,-49,.033333335,.06666667,9,30
8558,-43,-.025,.025,22,40
4658,-45,.025,.025,15,40
6948,-52,0,0,5,30
3928,-49,-.025,.025,10,40
8967,-30,.050000001,.1,12,40
3224,-37,0,0,20,30
4928,-51,-.03846154,-.03846154,6,26
6070,-57,0,-.0625,2,16
3721,-13,-.07692308,-.07692308,16,26
55,-26,-.07692308,-.07692308,17,26
2268,-50,0,0,5,40
6086,-46,-.0625,-.125,4,16
6373,-17,.15000001,.2,22,40
2187,-8,.050000001,.050000001,32,40
2391,-45,0,0,14,40
114,-3,.025641026,0,25,39
4796,-56,-.050000001,0,11,40
2494,-12,.11538462,.11538462,42,52
6129,-21,0,0,24,40
3690,-44,.01923077,.01923077,23,52
6082,-39,0,-.0625,3,16
6920,-50,0,0,9,30
5535,-30,.057692308,.057692308,11,52
4130,-35,.025,.025,19,40
1152,-52,.033333335,.033333335,8,30
1440,-1,0,0,11,16
97,-31,-.025641026,-.025641026,18,39
1820,-53,.059999999,.059999999,26,50
149,-59,0,-.02,16,50
2988,-31,-.055555556,0,5,36
8922,-43,.039999999,.02,16,50
6912,-43,.13333334,.13333334,6,30
8606,-47,.11538462,.11538462,9,26
2945,-44,-.055555556,0,13,36
9778,-22,-.025,.025,7,40
3882,-13,-.03846154,-.03846154,26,26
4397,-34,0,.050000001,1,40
6068,-33,-.0625,-.125,7,16
316,0,0,0,17,40
4208,-23,.125,.125,20,40
10379,-36,.03846154,.03846154,29,52
6722,-38,-.050000001,0,2,40
9207,-8,.18000001,.16,32,50
9125,-48,.01923077,.01923077,15,52
8890,-30,0,0,25,50
10537,-48,.03846154,.03846154,29,52
4271,-9,.075000003,.075000003,22,40
4161,-18,.25,.25,10,40
3750,-60,-.07692308,-.07692308,11,26
1902,-28,.14,.14,29,50
6601,-28,-.07692308,-.07692308,15,26
6912,-56,0,0,4,30
5228,-52,-.033333335,0,11,30
1797,-3,.079999998,.079999998,39,50
8025,-10,.1,.1,29,40
433,-33,-.0625,-.0625,11,16
1948,-27,.033333335,.033333335,17,30
7753,-41,.17307693,.17307693,32,52
8161,-56,0,0,4,40
10347,-55,.03846154,.03846154,31,52
4195,-32,.1,.1,16,40
7272,-45,-.055555556,0,4,36
10036,-3,.057692308,.057692308,36,52
9879,-12,.07692308,.07692308,36,52
931,-13,.15000001,.2,20,40
6542,-10,-.03846154,-.03846154,22,26
9619,-33,.07692308,.07692308,31,52
6396,-41,0,.050000001,8,40
306,-5,.125,.125,28,40
9034,-30,-.025,.025,4,40
2188,-48,.22499999,.22499999,9,40
4196,-22,.1,.1,28,40
843,-7,-.050000001,0,5,40
7041,-18,.03846154,.03846154,20,26
1214,-10,.06666667,.06666667,21,30
2376,-5,.050000001,.050000001,26,40
8074,-11,.050000001,.050000001,32,40
6690,-35,-.01923077,-.01923077,31,52
2227,0,0,0,30,40
6626,-47,-.07692308,-.07692308,19,26
5591,-16,-.050000001,0,3,40
9457,-46,0,0,5,52
8872,-45,.14,.14,9,50
9555,-27,.03846154,.03846154,47,52
2581,-54,-.01923077,-.01923077,19,52
8795,-1,.14285715,.081632651,21,49
5991,-58,.0625,0,5,16
7590,-6,0,.050000001,32,40
6490,-19,-.050000001,0,28,40
7566,-6,.075000003,.1,31,40
7418,-51,-.025,.025,5,40
9233,-33,0,0,16,50
162,-6,.07692308,.07692308,23,26
374,-11,.23076923,.23076923,14,26
3014,-40,.055555556,.11111111,12,36
7281,-51,-.055555556,0,6,36
9558,-10,.13461539,.13461539,39,52
4191,-44,.1,.1,12,40
8278,-39,.03846154,.03846154,21,52
8746,-3,0,.050000001,30,40
6547,-31,-.03846154,-.03846154,7,26
2564,-26,0,0,31,52
2150,-32,.07692308,.07692308,12,26
10435,-26,.01923077,.01923077,14,52
2694,-32,.075000003,.075000003,10,40
8896,-16,.1,.079999998,33,50
1753,-48,-.02,-.02,10,50
10043,-33,.057692308,.057692308,18,52
3971,-26,0,.050000001,15,40
7667,-22,-.12244898,0,12,49
6212,-59,-.07692308,-.07692308,4,26
1779,-18,0,0,36,50
123,-32,.039999999,.02,25,50
3022,-9,0,.055555556,11,36
9543,-10,-.03846154,-.03846154,44,52
9680,-43,.03846154,.03846154,14,52
7061,-49,0,0,24,26
7294,-22,-.055555556,0,4,36
767,-23,-.050000001,0,7,40
2962,-59,-.055555556,0,8,36
7591,-8,-.050000001,0,27,40
7038,-14,0,0,17,26
6667,-27,0,0,18,52
2336,-6,.050000001,.050000001,35,40
6738,0,0,0,28,30
3195,-40,-.07692308,-.07692308,6,26
10607,-17,.16,.14,32,50
6121,-40,.025,.025,6,40
1396,-34,0,0,3,16
470,-15,0,-.0625,9,16
1546,-43,.033333335,.033333335,5,30
2554,-3,0,0,46,52
6077,-34,-.0625,-.125,4,16
457,-37,-.025641026,-.025641026,13,39
8628,-30,-.03846154,-.03846154,18,26
7402,-17,0,.050000001,23,40
1150,-39,.06666667,.06666667,14,30
7305,-45,-.055555556,0,2,36
9047,-13,.050000001,.1,25,40
4194,-20,.125,.125,12,40
2204,-54,.025,.025,7,40
10626,-38,.039999999,.02,31,50
345,-13,.1,.1,32,40
5695,-39,.025,.075000003,7,40
1485,-45,.0625,0,6,16
4907,-24,0,0,22,26
1432,-46,-.0625,-.125,2,16
3087,-19,.027777778,.083333336,28,36
4676,-2,.16666667,.16666667,22,30
5031,-60,.02,0,10,50
5811,-32,0,.050000001,11,40
2356,-19,.075000003,.075000003,17,40
5648,-13,.050000001,.1,12,40
4661,-54,.050000001,.050000001,11,40
2718,-17,0,0,4,40
8803,-36,0,.050000001,10,40
8226,-56,-.050000001,0,10,40
3885,-13,-.03846154,-.03846154,23,26
9488,-22,-.050000001,0,20,40
3849,-21,0,0,23,26
2281,-18,.025,.025,11,40
7813,-42,-.03846154,-.03846154,7,26
2130,-1,.03846154,.03846154,24,26
9308,-36,-.025,.025,8,40
7096,-24,.02,.02,35,50
3060,0,-.055555556,-.055555556,32,36
4408,-39,.075000003,.125,0,40
9058,-58,-.050000001,0,3,40
733,-1,0,0,7,40
1240,-24,.039999999,.039999999,35,50
6301,-60,-.050000001,0,16,40
106,-6,.025641026,0,37,39
5759,-14,0,.050000001,24,40
1447,-2,.0625,.0625,14,16
5501,-34,-.050000001,0,17,40
8363,-52,-.03846154,-.03846154,4,26
10528,-50,0,0,29,52
9826,-35,.057692308,.057692308,10,52
10487,-29,-.03846154,-.03846154,11,52
7541,-4,-.025,.025,35,40
10259,-48,.03846154,.03846154,13,52
5585,-11,-.025,.025,6,40
9894,-21,.01923077,.01923077,50,52
8652,-16,.050000001,.1,20,40
9666,-10,.057692308,.057692308,36,52
9614,-4,-.01923077,-.01923077,50,52
2195,-5,.15000001,.15000001,29,40
10041,-15,.057692308,.057692308,21,52
5679,-31,.025,.075000003,12,40
9791,-41,0,.050000001,10,40
3213,-41,0,0,4,30
2646,-34,.025,.025,1,40
4893,-51,0,.050000001,2,40
7654,-43,0,.050000001,14,40
13,-4,-.03846154,-.03846154,21,26
10327,-50,-.050000001,0,10,40
490,-13,.03846154,.03846154,22,26
3947,-27,.125,.175,15,40
2379,-28,.1,.1,27,40
323,-2,.025,.025,34,40
3495,-49,0,0,9,52
7841,-52,-.07692308,-.07692308,15,26
1750,-3,.1,.1,42,50
3507,-37,0,0,8,52
1391,-57,-.0625,-.0625,3,16
10711,-60,.02,0,15,50
9760,-58,.01923077,.01923077,10,52
7473,-24,0,0,23,50
5809,-55,0,.050000001,4,40
9107,-16,.17307693,.17307693,14,52
3271,-24,.039999999,.039999999,39,50
3515,-56,-.025,.025,4,40
1122,-28,.033333335,.033333335,20,30
6825,-38,0,0,14,52
1895,-6,.079999998,.059999999,45,50
4577,-53,-.03846154,-.03846154,3,26
1046,-46,.059999999,.059999999,15,50
3264,-26,.059999999,.059999999,39,50
4640,-56,-.050000001,0,6,40
9307,-19,.025,.075000003,22,40
8211,-31,-.050000001,0,14,40
5153,-40,-.02,-.02,24,50
1260,-43,.1,.1,28,50
1925,-11,.16,.14,29,50
2841,-52,.050000001,.1,9,40
9531,-8,.057692308,.057692308,45,52
2180,-9,.2,.2,26,40
774,-10,.050000001,.1,8,40
1036,-19,.039999999,.039999999,27,50
6698,-34,0,0,41,52
8041,-55,.15000001,.15000001,7,40
3178,-57,.2,.2,3,30
8275,-34,.07692308,.07692308,31,52
7425,-47,.025,.075000003,15,40
7840,-47,-.07692308,-.07692308,10,26
8149,-14,.125,.125,19,40
2756,-24,.075000003,.075000003,5,40
3804,-22,.125,.125,21,40
607,-29,-.07692308,-.07692308,13,26
8007,-44,-.03846154,-.03846154,9,26
1810,-31,.02,.02,33,50
10603,-8,.1,.079999998,38,50
10559,-56,.11538462,.11538462,29,52
9224,-58,.039999999,.02,14,50
10256,-60,0,0,10,52
3149,-19,.06666667,.06666667,25,30
1900,-58,.02,.02,15,50
2593,-28,0,0,4,40
4332,-22,.07692308,.07692308,9,26
9201,-58,.02,.02,7,50
938,-26,0,.050000001,16,40
2071,-50,.033333335,.033333335,20,30
10076,-32,.03846154,.03846154,9,52
2745,-34,0,0,20,40
4454,-44,.050000001,.1,3,40
2002,-55,.1,.1,8,30
10066,-45,-.01923077,-.01923077,9,52
2695,-23,0,0,9,40
7446,-53,.025,.075000003,12,40
4167,-38,.1,.1,9,40
2161,-34,-.07692308,-.07692308,16,26
4722,-40,.13333334,.13333334,12,30
3880,-23,-.03846154,-.03846154,13,26
338,-22,.2,.2,20,40
4704,-50,.033333335,.033333335,2,30
9179,-3,-.02,-.02,46,50
4616,-17,.075000003,.075000003,11,40
9147,-60,-.03846154,-.03846154,7,52
8222,-19,.075000003,.1,16,40
417,-33,-.07692308,-.07692308,17,26
8828,-45,0,.050000001,15,40
5915,-44,.03846154,.03846154,24,52
4460,-48,-.050000001,0,1,40
5341,-31,0,0,9,52
6267,-51,-.050000001,0,26,40
7661,-5,.020408163,.14285715,28,49
7346,-49,0,.050000001,19,40
8763,-37,.025,.075000003,17,40
3423,-17,0,0,46,52
7280,-54,-.027777778,.027777778,0,36
3687,-45,-.12244898,0,21,49
502,-14,0,0,19,26
5802,-26,.125,.175,24,40
4324,-55,-.07692308,-.07692308,11,26
9268,-36,-.050000001,0,21,40
1531,-30,.033333335,.033333335,7,30
3934,-21,.075000003,.125,26,40
7772,-32,-.01923077,-.01923077,16,52
6318,-47,.02,.02,7,50
2005,-30,.1,.1,12,30
2053,-20,0,0,28,30
7636,-57,-.06122449,.06122449,8,49
10625,-36,.059999999,.039999999,31,50
4714,-20,0,0,15,30
2934,-54,-.055555556,0,9,36
519,-39,-.07692308,-.07692308,7,26
8372,-5,-.03846154,-.03846154,25,26
6425,-47,0,.025,4,40
9175,-22,.1,.1,42,50
4872,-14,.050000001,.1,33,40
4800,-35,.025,.075000003,22,40
5527,-46,0,0,10,52
5378,-45,.01923077,.01923077,15,52
8151,-26,.175,.175,24,40
9365,-35,.27500001,.32499999,15,40
8926,-52,.039999999,.02,8,50
4428,-52,.025,.075000003,3,40
1042,-1,.18000001,.18000001,35,50
2537,-48,.03846154,.03846154,22,52
10453,-51,-.01923077,-.01923077,10,52
6572,-36,-.07692308,-.07692308,17,26
7744,-28,-.01923077,-.01923077,40,52
527,-57,.03846154,.03846154,6,26
5899,-54,.057692308,.057692308,18,52
3579,-45,-.055555556,0,9,36
6241,-37,-.050000001,0,3,40
4487,-22,-.050000001,0,11,40
2559,-50,0,0,19,52
4426,-3,-.025,.025,13,40
7948,-9,-.03846154,-.03846154,21,26
6238,-10,0,.050000001,17,40
3808,-4,.050000001,.050000001,32,40
6948,-20,0,0,19,30
8009,-39,-.07692308,-.07692308,18,26
8920,-37,.039999999,.02,23,50
10313,-10,.025,.075000003,28,40
4431,-25,.025,.075000003,8,40
3780,-23,.075000003,.075000003,15,40
2107,-11,0,0,16,26
10280,-57,0,0,9,52
5350,-6,.21153846,.21153846,39,52
5836,-39,.175,.22499999,11,40
5642,-27,.050000001,.1,18,40
1127,-5,0,0,16,30
2948,-57,.11111111,.16666667,6,36
3583,-48,.055555556,.11111111,3,36
10147,-9,0,0,33,52
1385,-39,-.0625,-.0625,4,16
9507,-43,-.12244898,0,9,49
7766,-13,.1923077,.1923077,31,52
222,-1,.075000003,.075000003,13,40
60,-16,-.07692308,-.07692308,19,26
636,-36,-.03846154,-.03846154,7,26
920,-2,0,0,36,40
4785,-5,0,.050000001,35,40
5070,-26,.06666667,.06666667,13,30
7742,-1,0,0,51,52
465,-52,-.025641026,-.025641026,15,39
6398,-36,-.025,.025,21,40
6202,-55,-.03846154,-.03846154,4,26
6065,-48,0,-.0625,2,16
7759,-34,-.01923077,-.01923077,36,52
4250,-50,.1,.1,8,40
6615,-19,-.07692308,-.07692308,24,26
7064,-13,.03846154,.03846154,15,26
3883,-43,-.03846154,-.03846154,11,26
787,-43,-.050000001,0,5,40
7237,-3,-.055555556,0,7,36
4869,-19,.050000001,.1,17,40
1934,-52,.14,.12,21,50
4033,-10,.03846154,.03846154,9,26
2170,-60,-.07692308,-.07692308,14,26
7907,-10,-.07692308,-.07692308,23,26
6812,0,-.03846154,-.03846154,10,52
10251,-35,-.01923077,-.01923077,25,52
1487,-25,0,-.0625,11,16
9386,-58,-.025,.025,14,40
2305,-1,0,0,24,40
6022,-39,-.0625,-.0625,2,16
5715,-35,.075000003,.125,8,40
2011,-53,0,0,10,30
798,-29,-.050000001,0,1,40
9689,-12,.01923077,.01923077,20,52
10354,-43,.096153848,.096153848,32,52
2233,-55,.025,.025,9,40
5391,-30,.03846154,.03846154,26,52
1129,-26,0,0,8,30
10478,-26,-.01923077,-.01923077,8,52
4630,-2,.050000001,.050000001,25,40
10414,-60,.01923077,.01923077,13,52
9835,-22,-.03846154,-.03846154,28,52
7885,-57,-.07692308,-.07692308,9,26
9521,-23,0,.050000001,9,40
9042,-54,-.025,.025,8,40
4502,-27,-.050000001,0,20,40
8236,-10,.075000003,.125,27,40
2694,-37,.050000001,.050000001,10,40
1966,-25,.06666667,.06666667,17,30
8952,-6,.175,.22499999,26,40
5288,-57,.02,.02,17,50
10700,-31,.14,.12,30,50
9810,-16,-.050000001,0,14,40
6659,-10,-.01923077,-.01923077,48,52
10774,-24,-.07692308,-.07692308,15,26
3681,-28,-.12244898,0,26,49
10621,-56,.12,.1,13,50
930,-6,.025,.075000003,28,40
6372,-25,-.050000001,0,7,40
8485,-52,-.07692308,-.07692308,2,26
6298,-55,-.025,.025,13,40
3937,-1,-.025,-.025,39,40
1189,-58,0,0,3,30
4839,-13,.1,.15000001,7,40
6216,-46,-.03846154,-.03846154,9,26
7915,-31,.1923077,.1923077,20,26
3144,-27,.06666667,.06666667,15,30
6315,-44,0,0,19,50
8273,-36,.03846154,.03846154,16,52
9317,-22,-.025,.025,18,40
4194,-22,.125,.125,12,40
8699,-33,.25,.30000001,12,40
7302,-58,-.055555556,0,2,36
2681,-50,0,0,0,40
9113,-33,.057692308,.057692308,16,52
384,-47,-.07692308,-.07692308,8,26
6370,-20,.025,.075000003,25,40
9876,-7,0,0,50,52
9351,-28,.1,.15000001,19,40
9288,-28,.075000003,.125,30,40
2924,-58,-.055555556,0,2,36
6465,-28,-.03846154,-.03846154,9,26
6038,-14,-.0625,-.0625,6,16
1403,-26,.1875,.125,7,16
8442,-18,-.03846154,-.03846154,17,26
6531,-43,-.07692308,-.07692308,8,26
376,-47,.03846154,.03846154,8,26
5678,-21,-.025,.025,15,40
1460,-29,.0625,.0625,5,16
10416,-4,-.03846154,-.03846154,17,52
532,-3,0,0,23,26
1567,-20,.02,.02,27,50
9972,-33,0,0,16,52
908,-3,.050000001,.050000001,30,40
10470,-57,0,0,7,52
9971,-29,.01923077,.01923077,34,52
3682,-46,.175,.22499999,10,40
9665,-29,-.01923077,-.01923077,21,52
9257,-31,-.050000001,0,7,40
9313,-38,-.025,.025,13,40
1081,-32,.14,.12,16,50
4983,-19,0,0,25,39
10577,-12,.12,.12,34,50
8242,-58,.050000001,.075000003,10,40
10317,-33,-.050000001,0,13,40
10028,-16,.096153848,.096153848,37,52
2705,-46,0,0,0,40
1794,-1,-.02,-.02,48,50
9832,-26,.01923077,.01923077,23,52
7218,-60,-.055555556,0,6,36
7220,-43,0,.055555556,3,36
4755,-7,-.025,.025,31,40
540,-7,-.07692308,-.07692308,22,26
7386,-25,.175,.22499999,20,40
256,-37,-.050000001,0,0,40
2451,-24,.125,.125,10,40
9215,-58,0,0,4,50
8286,-60,.057692308,.057692308,13,52
2574,-43,0,0,11,52
4885,-20,0,.050000001,10,40
625,-55,-.07692308,-.07692308,7,26
4675,-21,.13333334,.13333334,16,30
5475,-49,-.025,.025,8,40
10091,-56,.01923077,.01923077,12,52
4854,-38,.025,.075000003,11,40
1605,-6,.059999999,.039999999,42,50
6041,-54,-.0625,-.0625,4,16
3037,-35,-.027777778,.027777778,3,36
244,-31,-.050000001,0,1,40
7116,-46,.14,.14,20,50
2893,-30,0,.055555556,6,36
890,-11,.075000003,.125,26,40
5181,-50,-.033333335,0,3,30
2674,-5,0,0,15,40
1460,-20,0,0,7,16
9310,-59,-.025,.025,4,40
2343,-1,0,0,35,40
5270,-12,.079999998,.079999998,30,50
6004,-60,-.0625,-.125,5,16
6455,-31,0,0,21,26
1670,-15,.059999999,.039999999,29,50
3093,-50,0,.055555556,2,36
10303,-7,-.050000001,0,17,40
10481,-47,-.03846154,-.03846154,11,52
8105,-5,.1,.1,30,40
209,-44,-.07692308,-.07692308,11,26
7919,-47,-.03846154,-.03846154,10,26
4281,-26,.15000001,.15000001,19,40
7364,-4,0,.12244898,29,49
5166,-27,-.033333335,0,12,30
607,-12,-.03846154,-.03846154,17,26
6545,-23,.03846154,.03846154,11,26
1036,-7,.059999999,.059999999,38,50
9050,-41,0,.050000001,9,40
9112,-17,.03846154,.03846154,17,52
2905,-33,-.027777778,.027777778,14,36
2699,-34,.050000001,.050000001,2,40
6158,-50,0,0,9,40
3769,-38,-.03846154,-.03846154,10,26
5287,-2,.02,0,46,50
1168,-51,0,0,8,30
5865,-30,0,0,38,52
4788,-58,-.025,.025,2,40
4960,-39,0,0,9,26
2579,-42,-.01923077,-.01923077,12,52
8908,-55,.039999999,.039999999,7,50
8456,-10,-.07692308,-.07692308,21,26
7662,-23,-.040816326,.081632651,22,49
6793,-22,.033333335,.06666667,12,30
2448,-29,.27500001,.27500001,17,40
4812,-35,-.025,.025,12,40
9046,-29,.050000001,.1,16,40
1917,-59,.059999999,.059999999,21,50
1833,-23,.059999999,.039999999,22,50
5404,-7,.033333335,.033333335,22,30
2199,-27,.30000001,.30000001,8,40
10014,-21,.13461539,.13461539,38,52
214,-51,-.07692308,-.07692308,13,26
742,-9,-.050000001,0,4,40
8232,-40,-.025,0,21,40
7965,-48,-.07692308,-.07692308,7,26
1520,-48,0,0,8,30
3534,-33,.025,.075000003,15,40
6523,-10,0,0,19,26
975,-8,.15384616,.15384616,26,39
820,-12,-.025,.025,4,40
2493,-12,.1923077,.1923077,38,52
4711,-38,.27500001,.27500001,3,40
3564,-12,-.027777778,.027777778,7,36
1690,-45,.16,.14,14,50
8944,-59,.12,.12,16,50
9383,-54,.025,.075000003,15,40
10376,-32,.11538462,.11538462,38,52
7184,-21,-.027777778,.027777778,27,36
3822,-7,.1,.1,24,40
10755,-22,0,0,21,26
681,-38,.039999999,.039999999,24,50
1480,-59,-.0625,-.0625,5,16
10587,-22,.039999999,.039999999,23,50
9025,-12,.075000003,.125,29,40
1098,-18,.033333335,.033333335,23,30
1803,-3,0,0,47,50
3666,-35,.06122449,.18367347,14,49
1101,-9,0,0,10,30
6206,-26,-.07692308,-.07692308,13,26
10039,-48,.03846154,.03846154,14,52
473,-45,-.0625,-.0625,4,16
5202,-22,0,.033333335,10,30
6728,-41,-.050000001,0,1,40
4092,-23,.050000001,.050000001,21,40
4354,-19,0,0,20,30
2256,-2,.025,.025,28,40
3518,-33,.025,.075000003,15,40
8773,-44,-.025,.025,11,40
6125,-13,.025,.025,14,40
9358,-28,.1,.15000001,11,40
1562,-27,.039999999,.039999999,26,50
10702,-38,.039999999,.02,35,50
4976,-11,-.025641026,-.025641026,32,39
9843,-51,-.03846154,-.03846154,15,52
3991,-48,0,.050000001,9,40
6290,-35,-.025,.025,10,40
1595,-60,.02,.02,13,50
1582,-27,.02,.02,26,50
460,-32,-.025641026,-.025641026,19,39
881,-44,-.050000001,0,2,40
5215,-34,.06666667,.1,10,30
1721,-33,0,0,13,50
5558,-41,-.025,.025,2,40
9705,-33,.01923077,.01923077,11,52
8648,0,-.06122449,-.06122449,34,49
8008,-55,-.03846154,-.03846154,7,26
665,-27,.039999999,.039999999,28,50
7203,-41,.3611111,.41666666,9,36
2771,-58,.025,.025,6,40
6185,-7,0,0,23,26
135,-55,0,-.02,25,50
2529,-27,.01923077,.01923077,28,52
2376,-56,.050000001,.050000001,9,40
7883,-7,-.03846154,-.03846154,24,26
6138,-55,0,0,4,40
8567,-40,-.050000001,0,9,40
264,-22,-.025,.025,6,40
7555,-22,.025,.075000003,22,40
408,-37,.15384616,.15384616,13,26
7617,-58,.050000001,.1,6,40
3218,-53,0,0,11,30
8776,-58,-.025,.025,0,40
1625,-34,0,0,21,50
1395,-15,.0625,0,10,16
6968,-36,0,0,8,30
9502,-38,-.12244898,0,7,49
3200,-26,0,0,13,26
7096,-25,.02,.02,33,50
8398,-31,-.07692308,-.07692308,6,26
7066,-17,-.07692308,-.07692308,19,26
596,-12,-.07692308,-.07692308,15,26
6516,-19,-.03846154,-.03846154,8,26
10123,-54,0,.050000001,8,40
7549,-7,-.025,.025,34,40
7414,-50,0,.050000001,10,40
9218,-21,.079999998,.059999999,38,50
3440,-48,.01923077,.01923077,19,52
1958,-3,.06666667,.06666667,13,30
3890,-51,-.07692308,-.07692308,16,26
1605,-54,.02,0,9,50
1417,-1,-.0625,0,14,16
6115,-40,.025,.025,3,40
2908,-8,-.027777778,.027777778,16,36
1647,-47,.039999999,.039999999,15,50
8367,-26,-.07692308,-.07692308,8,26
8978,-52,0,.050000001,9,40
8132,-59,0,0,3,40
9182,-41,.039999999,.039999999,14,50
4942,-33,0,0,14,26
325,-44,.050000001,.050000001,3,40
1737,-48,-.02,-.02,6,50
7484,-8,.059999999,.039999999,46,50
7888,-29,-.07692308,-.07692308,8,26
5494,-20,0,.050000001,18,40
6252,-43,-.050000001,0,13,40
10376,-21,.096153848,.096153848,45,52
1058,-36,-.02,-.02,19,50
1090,-26,.13333334,.13333334,21,30
287,-54,-.025,.025,1,40
2326,-50,.075000003,.075000003,11,40
6912,-5,.13333334,.13333334,22,30
5669,-3,0,0,22,40
391,-38,-.07692308,-.07692308,4,26
3597,-37,0,.055555556,18,36
7749,-43,.01923077,.01923077,31,52
2853,-54,-.025,.025,6,40
365,-24,-.07692308,-.07692308,8,26
4250,-14,.15000001,.15000001,16,40
3758,-52,-.07692308,-.07692308,12,26
4289,-9,.1,.1,23,40
10386,-17,.13461539,.13461539,33,52
5085,-60,0,0,6,30
4015,-18,.07692308,.07692308,13,26
9837,-17,0,0,15,52
16,-9,-.03846154,-.03846154,9,26
2386,-39,.025,.025,18,40
4527,-14,.050000001,.1,26,40
7259,-16,-.055555556,0,7,36
5907,-24,.03846154,.03846154,20,52
6678,-29,.03846154,.03846154,36,52
9680,-35,0,0,18,52
6349,-19,0,-.02,19,50
2373,-17,.025,.025,22,40
5643,-54,0,.050000001,1,40
9204,-32,.18000001,.18000001,33,50
6726,-36,-.025,.025,10,40
10536,-39,.01923077,.01923077,33,52
6543,-35,-.03846154,-.03846154,8,26
9503,-10,-.12244898,0,26,49
1719,-32,.059999999,.059999999,36,50
7169,-27,.055555556,.11111111,10,36
4380,-18,.22499999,.27500001,27,40
3424,-28,.01923077,.01923077,26,52
1512,-27,.033333335,.033333335,11,30
6932,-48,0,0,15,30
569,-37,0,0,10,30
2102,-23,-.07692308,-.07692308,10,26
5133,-47,.02,.02,16,50
3480,-6,-.01923077,-.01923077,34,52
1539,-24,0,0,9,30
8389,-40,0,0,3,26
6563,-40,0,0,9,26
4935,-52,-.07692308,-.07692308,6,26
7497,-2,.039999999,.02,42,50
909,-32,.050000001,.1,14,40
6261,-17,.075000003,.1,28,40
10017,-10,.03846154,.03846154,30,52
4604,-50,0,0,7,40
2195,-52,.025,.025,9,40
363,-6,.07692308,.07692308,22,26
7144,-47,.1,.079999998,29,50
6422,-48,0,.025,15,40
8405,-50,-.07692308,-.07692308,8,26
713,-43,.02,0,20,50
1170,-50,0,0,6,30
10033,-19,.15384616,.15384616,38,52
4401,-16,.025,.075000003,15,40
4988,-31,.025641026,.025641026,19,39
865,-1,0,0,7,40
2340,-38,.075000003,.075000003,12,40
1276,-17,.039999999,.02,30,50
7586,-42,0,.050000001,13,40
2441,-16,.1,.1,26,40
7324,-15,.081632651,.20408164,20,49
5642,-3,.15000001,.15000001,29,40
3710,-34,-.03846154,-.03846154,8,26
8766,-23,-.025,.025,17,40
1953,-37,.1,.1,19,30
2538,-33,.096153848,.096153848,38,52
9714,-38,-.01923077,-.01923077,19,52
4045,-53,-.07692308,-.07692308,18,26
9217,-44,.41999999,.40000001,17,50
7859,-3,0,0,13,26
4023,-59,-.07692308,-.07692308,2,26
1216,-19,0,0,13,30
9335,-13,.025,.075000003,33,40
6638,-42,-.07692308,-.07692308,6,26
5187,-27,-.033333335,0,17,30
2293,-10,.075000003,.075000003,28,40
3406,-10,.07692308,.07692308,38,52
10541,-42,.03846154,.03846154,31,52
605,-36,-.07692308,-.07692308,18,26
1929,-33,.079999998,.059999999,20,50
9296,-38,.1,.15000001,18,40
1709,-17,.02,.02,18,50
9056,-34,-.050000001,0,14,40
4915,-38,0,0,12,26
8554,-34,.025,.075000003,28,40
395,-23,-.07692308,-.07692308,21,26
10752,-47,-.03846154,-.03846154,8,26
3157,0,0,0,13,30
8044,-29,.025,.025,8,40
1479,-2,.0625,.125,11,16
4066,-18,.050000001,.050000001,25,40
6340,-9,.2,.18000001,30,50
2169,-39,-.03846154,-.03846154,9,26
5904,-50,.01923077,.01923077,9,52
